"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ads_id","Input.atypical","Input.image_url","Input.topic","Input.example_1","Input.example_2","Input.action_a","Input.action_b","Input.action_c","Input.action_d","Input.action_e","Input.action_correct","Answer.age.age_18","Answer.age.age_18_24","Answer.age.age_25_34","Answer.age.age_35_44","Answer.age.age_45_54","Answer.age.age_55_64","Answer.age.age_65","Answer.age.unknown","Answer.artistic_1.agree","Answer.artistic_1.disagree","Answer.artistic_1.neutral","Answer.artistic_2.agree","Answer.artistic_2.disagree","Answer.artistic_2.neutral","Answer.artistic_3.agree","Answer.artistic_3.disagree","Answer.artistic_3.neutral","Answer.atypicality_1.agree","Answer.atypicality_1.disagree","Answer.atypicality_1.neutral","Answer.atypicality_2.agree","Answer.atypicality_2.disagree","Answer.atypicality_2.neutral","Answer.atypicality_3.agree","Answer.atypicality_3.disagree","Answer.atypicality_3.neutral","Answer.effectiveness.a","Answer.effectiveness.b","Answer.effectiveness.c","Answer.effectiveness.d","Answer.effectiveness.e","Answer.overall.1","Answer.overall.2","Answer.overall.3","Answer.overall.4","Answer.overall.5","Answer.pc_1.agree","Answer.pc_1.disagree","Answer.pc_1.neutral","Answer.pc_2.agree","Answer.pc_2.disagree","Answer.pc_2.neutral","Answer.pc_3.agree","Answer.pc_3.disagree","Answer.pc_3.neutral","Answer.worker_feedbacks","Answer.worker_location_live","Approve","Reject"
"3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG","3Z53LF8QZYO9RUSU66CXVKJUIBFFCR","Is this advertisement creative?","Rate the level of creativity of a given ad image from a variety of perspectives","survey, creativity, advertisement","$0.24","Wed May 15 12:23:40 PDT 2024","20","BatchId:5222481;OriginalHitTemplateId:928390912;","3600","259200","Sat Jun 08 12:23:43 PDT 2024","","","30MVJZJNH6T6VQWYAMSCDWDEUJSJ9U","A1DMXEJGJY02E1","Approved","Sun May 26 04:54:27 PDT 2024","Sun May 26 04:55:02 PDT 2024","Wed May 29 04:55:02 PDT 2024","Wed May 29 04:55:35 PDT 2024","","","35","100% (22/22)","100% (22/22)","100% (20/20)","0/84620.jpg","TRUE","https://people.cs.pitt.edu/~mzhang/image_ads/0/84620.jpg","""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ","https://people.cs.pitt.edu/~mzhang/image_ads/10/171001.png","https://people.cs.pitt.edu/~mzhang/image_ads/0/10290.jpg","I should get a porsche","I should get some tap shoes.","i should try this product","I should eat kfc","i should want to go here","b","false","false","false","true","false","false","false","false","true","false","false","true","false","false","true","false","false","false","true","false","false","false","true","false","true","false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","false","true","true","false","false","","USA"
"3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG","3Z53LF8QZYO9RUSU66CXVKJUIBFFCR","Is this advertisement creative?","Rate the level of creativity of a given ad image from a variety of perspectives","survey, creativity, advertisement","$0.24","Wed May 15 12:23:40 PDT 2024","20","BatchId:5222481;OriginalHitTemplateId:928390912;","3600","259200","Sat Jun 08 12:23:43 PDT 2024","","","33CID5710O9QBEVIWY3F2YNKXMO3LB","A3RVHUY67SVXQV","Approved","Tue May 21 14:49:28 PDT 2024","Tue May 21 14:49:55 PDT 2024","Fri May 24 14:49:55 PDT 2024","Fri May 24 14:50:35 PDT 2024","","","27","100% (18/18)","100% (18/18)","0% (0/0)","0/84620.jpg","TRUE","https://people.cs.pitt.edu/~mzhang/image_ads/0/84620.jpg","""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ","https://people.cs.pitt.edu/~mzhang/image_ads/10/171001.png","https://people.cs.pitt.edu/~mzhang/image_ads/0/10290.jpg","I should get a porsche","I should get some tap shoes.","i should try this product","I should eat kfc","i should want to go here","b","false","false","false","true","false","false","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","true","false","false","true","false","false","true","false","false","","USA"
"3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG","3Z53LF8QZYO9RUSU66CXVKJUIBFFCR","Is this advertisement creative?","Rate the level of creativity of a given ad image from a variety of perspectives","survey, creativity, advertisement","$0.24","Wed May 15 12:23:40 PDT 2024","20","BatchId:5222481;OriginalHitTemplateId:928390912;","3600","259200","Sat Jun 08 12:23:43 PDT 2024","","","33TIN5LC0OQWQFRXWMTFNJS27JX9Y2","A41APS6V2Z1FJ","Approved","Sat May 25 06:50:56 PDT 2024","Sat May 25 06:52:29 PDT 2024","Tue May 28 06:52:29 PDT 2024","Tue May 28 06:52:36 PDT 2024","","","93","100% (18/18)","100% (18/18)","100% (14/14)","0/84620.jpg","TRUE","https://people.cs.pitt.edu/~mzhang/image_ads/0/84620.jpg","""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ","https://people.cs.pitt.edu/~mzhang/image_ads/10/171001.png","https://people.cs.pitt.edu/~mzhang/image_ads/0/10290.jpg","I should get a porsche","I should get some tap shoes.","i should try this product","I should eat kfc","i should want to go here","b","false","false","false","false","true","false","false","false","true","false","false","true","false","false","true","false","false","true","false","false","false","false","true","false","false","true","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","true","","US"
"3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG","3Z53LF8QZYO9RUSU66CXVKJUIBFFCR","Is this advertisement creative?","Rate the level of creativity of a given ad image from a variety of perspectives","survey, creativity, advertisement","$0.24","Wed May 15 12:23:40 PDT 2024","20","BatchId:5222481;OriginalHitTemplateId:928390912;","3600","259200","Sat Jun 08 12:23:43 PDT 2024","","","3BXQMRHWKJEUGQQMBU0VPKS9B3FMUK","A2XZLEY2RCF5VM","Approved","Mon May 27 01:51:16 PDT 2024","Mon May 27 01:53:39 PDT 2024","Thu May 30 01:53:39 PDT 2024","Thu May 30 01:54:35 PDT 2024","","","143","100% (20/20)","100% (20/20)","100% (19/19)","0/84620.jpg","TRUE","https://people.cs.pitt.edu/~mzhang/image_ads/0/84620.jpg","""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ","https://people.cs.pitt.edu/~mzhang/image_ads/10/171001.png","https://people.cs.pitt.edu/~mzhang/image_ads/0/10290.jpg","I should get a porsche","I should get some tap shoes.","i should try this product","I should eat kfc","i should want to go here","b","false","false","false","true","false","false","false","false","true","false","false","true","false","false","true","false","false","false","true","false","false","true","false","false","true","false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","false","true","true","false","false","","Canada"
"3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG","3Z53LF8QZYO9RUSU66CXVKJUIBFFCR","Is this advertisement creative?","Rate the level of creativity of a given ad image from a variety of perspectives","survey, creativity, advertisement","$0.24","Wed May 15 12:23:40 PDT 2024","20","BatchId:5222481;OriginalHitTemplateId:928390912;","3600","259200","Sat Jun 08 12:23:43 PDT 2024","","","3DL65MZB8XV0I8H985RCI61UTLCCE8","A34YDGVZKRJ0LZ","Approved","Thu May 16 08:23:42 PDT 2024","Thu May 16 08:28:22 PDT 2024","Sun May 19 08:28:22 PDT 2024","Sun May 19 08:28:35 PDT 2024","","","280","100% (20/20)","100% (20/20)","0% (0/0)","0/84620.jpg","TRUE","https://people.cs.pitt.edu/~mzhang/image_ads/0/84620.jpg","""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ","https://people.cs.pitt.edu/~mzhang/image_ads/10/171001.png","https://people.cs.pitt.edu/~mzhang/image_ads/0/10290.jpg","I should get a porsche","I should get some tap shoes.","i should try this product","I should eat kfc","i should want to go here","b","false","false","false","false","false","true","false","false","true","false","false","false","false","true","true","false","false","false","false","true","false","false","true","false","true","false","false","false","true","false","false","false","false","false","false","true","true","false","false","true","false","false","true","false","false","","usa"
"3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG","3Z53LF8QZYO9RUSU66CXVKJUIBFFCR","Is this advertisement creative?","Rate the level of creativity of a given ad image from a variety of perspectives","survey, creativity, advertisement","$0.24","Wed May 15 12:23:40 PDT 2024","20","BatchId:5222481;OriginalHitTemplateId:928390912;","3600","259200","Sat Jun 08 12:23:43 PDT 2024","","","3M0NZ3JDPLEDUIZQPIIHPAW2QDL5ZS","A3W0SCW5UYEB0F","Approved","Mon May 20 04:07:46 PDT 2024","Mon May 20 04:08:24 PDT 2024","Thu May 23 04:08:24 PDT 2024","Thu May 23 04:08:35 PDT 2024","","","38","100% (30/30)","100% (30/30)","0% (0/0)","0/84620.jpg","TRUE","https://people.cs.pitt.edu/~mzhang/image_ads/0/84620.jpg","""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ","https://people.cs.pitt.edu/~mzhang/image_ads/10/171001.png","https://people.cs.pitt.edu/~mzhang/image_ads/0/10290.jpg","I should get a porsche","I should get some tap shoes.","i should try this product","I should eat kfc","i should want to go here","b","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true","false","false","false","false","true","false","false","true","false","false","true","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","true","","United States"
"3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG","3Z53LF8QZYO9RUSU66CXVKJUIBFFCR","Is this advertisement creative?","Rate the level of creativity of a given ad image from a variety of perspectives","survey, creativity, advertisement","$0.24","Wed May 15 12:23:40 PDT 2024","20","BatchId:5222481;OriginalHitTemplateId:928390912;","3600","259200","Sat Jun 08 12:23:43 PDT 2024","","","3MTMREQS4FY66T629RPRYHI63D4WAZ","AAGBW25TZVAX7","Approved","Tue May 28 18:53:22 PDT 2024","Tue May 28 18:54:16 PDT 2024","Fri May 31 18:54:16 PDT 2024","Fri May 31 18:54:35 PDT 2024","","","54","100% (17/17)","100% (17/17)","100% (12/12)","0/84620.jpg","TRUE","https://people.cs.pitt.edu/~mzhang/image_ads/0/84620.jpg","""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ","https://people.cs.pitt.edu/~mzhang/image_ads/10/171001.png","https://people.cs.pitt.edu/~mzhang/image_ads/0/10290.jpg","I should get a porsche","I should get some tap shoes.","i should try this product","I should eat kfc","i should want to go here","b","false","false","false","true","false","false","false","false","true","false","false","true","false","false","true","false","false","false","false","true","true","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","true","false","false","true","false","false","true","false","false","","United States"
"3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG","3Z53LF8QZYO9RUSU66CXVKJUIBFFCR","Is this advertisement creative?","Rate the level of creativity of a given ad image from a variety of perspectives","survey, creativity, advertisement","$0.24","Wed May 15 12:23:40 PDT 2024","20","BatchId:5222481;OriginalHitTemplateId:928390912;","3600","259200","Sat Jun 08 12:23:43 PDT 2024","","","3OS4RQUCRTV9EHPZPGFNP4GCNY3FBS","A377LTGWJKY2IW","Approved","Wed May 15 15:54:23 PDT 2024","Wed May 15 15:55:40 PDT 2024","Sat May 18 15:55:40 PDT 2024","Sat May 18 15:56:35 PDT 2024","","","77","100% (2/2)","100% (2/2)","0% (0/0)","0/84620.jpg","TRUE","https://people.cs.pitt.edu/~mzhang/image_ads/0/84620.jpg","""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ","https://people.cs.pitt.edu/~mzhang/image_ads/10/171001.png","https://people.cs.pitt.edu/~mzhang/image_ads/0/10290.jpg","I should get a porsche","I should get some tap shoes.","i should try this product","I should eat kfc","i should want to go here","b","false","false","false","false","false","true","false","false","true","false","false","false","false","true","true","false","false","true","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","false","true","true","false","false","","Canada"
"3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG","3Z53LF8QZYO9RUSU66CXVKJUIBFFCR","Is this advertisement creative?","Rate the level of creativity of a given ad image from a variety of perspectives","survey, creativity, advertisement","$0.24","Wed May 15 12:23:40 PDT 2024","20","BatchId:5222481;OriginalHitTemplateId:928390912;","3600","259200","Sat Jun 08 12:23:43 PDT 2024","","","3PDJHANYKPWNM1ZAOFMFH96XQ22H6L","A3I9XLIHPPWPN1","Approved","Wed May 22 07:04:42 PDT 2024","Wed May 22 07:24:47 PDT 2024","Sat May 25 07:24:47 PDT 2024","Sat May 25 07:25:35 PDT 2024","","","1205","100% (20/20)","100% (20/20)","0% (0/0)","0/84620.jpg","TRUE","https://people.cs.pitt.edu/~mzhang/image_ads/0/84620.jpg","""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ","https://people.cs.pitt.edu/~mzhang/image_ads/10/171001.png","https://people.cs.pitt.edu/~mzhang/image_ads/0/10290.jpg","I should get a porsche","I should get some tap shoes.","i should try this product","I should eat kfc","i should want to go here","b","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true","false","false","false","false","true","false","false","true","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","true","","United States"
"3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG","3Z53LF8QZYO9RUSU66CXVKJUIBFFCR","Is this advertisement creative?","Rate the level of creativity of a given ad image from a variety of perspectives","survey, creativity, advertisement","$0.24","Wed May 15 12:23:40 PDT 2024","20","BatchId:5222481;OriginalHitTemplateId:928390912;","3600","259200","Sat Jun 08 12:23:43 PDT 2024","","","3R8YZBNQ91YJ3UCIQFE1W1YUBAQQ7G","A2R1GDWV4RLIUY","Approved","Wed May 15 16:35:24 PDT 2024","Wed May 15 16:37:57 PDT 2024","Sat May 18 16:37:57 PDT 2024","Sat May 18 16:38:35 PDT 2024","","","153","100% (20/20)","100% (20/20)","0% (0/0)","0/84620.jpg","TRUE","https://people.cs.pitt.edu/~mzhang/image_ads/0/84620.jpg","""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ","https://people.cs.pitt.edu/~mzhang/image_ads/10/171001.png","https://people.cs.pitt.edu/~mzhang/image_ads/0/10290.jpg","I should get a porsche","I should get some tap shoes.","i should try this product","I should eat kfc","i should want to go here","b","false","false","false","true","false","false","false","false","true","false","false","false","false","true","true","false","false","false","true","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","true","false","true","false","false","true","false","false","true","false","false","","USA"
